question,reference,prediction,topic,rougeL,ref_len,pred_len,len_ratio
Nếu một phụ nữ có nồng độ hormone androgen thấp thì có thể xuất hiện triệu chứng điển hình là gì?,Mọc râu và nhiều lông trên cơ thể.,Nếu một phụ nữ có nồng độ hormone androgen thấp thì có thể xuất hiện triệu chứng mọc râu và nhiều lông trên cơ thể hơn.,1,0.5,8,26,3.24999999959375
Liều lượng sử dụng Bá tử nhân là bao nhiêu?,Sử dụng khoảng 15gr Bá tử nhân.,"Lấy khoảng 15gr Bá tử nhân đem giã dập, nấu với 100gr gạo tẻ thành cháo.",3,0.4,7,16,2.2857142853877552
Rau ngót có tác dụng giảm cân không?,"Chất flavonoid tìm thấy trong rau ngót có tác dụng ngừa tăng cân trên chuột ăn chế độ ăn nhiều chất béo, tuy nhiên không khuyến khích dùng lá tươi hoặc nước ép từ lá để giảm cân vì ghi nhận tình trạng suy hô hấp, viêm phổi kẽ, viêm tiểu phế quản.","Có, rau ngót có tác dụng giảm cân.",3,0.24742268041237114,53,8,0.15094339622356712
Thuốc Cotrimoxazol có phải là thuốc bán tự do không?,"Không, thuốc Cotrimoxazol là thuốc bán theo đơn và chỉ được sử dụng khi có chỉ dẫn của bác sĩ.","Không, thuốc Cotrimoxazol là thuốc bán tự do.",2,0.5,20,8,0.39999999998
Nhiễm trùng nào gây ra tinh trùng loãng?,"Các bệnh nhiễm trùng có thể gây ra tinh trùng loãng bao gồm viêm mào tinh hoàn, viêm tinh hoàn và một số bệnh nhiễm trùng lây truyền qua đường tình dục như bệnh lậu, HIV,...","Nhiễm trùng lây truyền qua đường tình dục như bệnh lậu, HIV...",1,0.5063291139240507,36,12,0.3333333333240741
"Đối với một số người, có cần phải điều chỉnh liều dùng của bột pha Augmentin không?","Không, người lớn tuổi và bệnh nhân suy thận không cần điều chỉnh liều dùng.",Đối với người lớn tuổi và bệnh nhân suy thận không cần chỉnh liều. Thông tin chi tiết hơn về liều dùng vui lòng tham khảo tờ hướng dẫn sử dụng.,2,0.6,15,31,2.066666666528889
"Để chuẩn bị làm thuốc, người ta cần loại bỏ lớp gì trên Hợp hoan bì?",Lớp bần rêu bên ngoài.,"Để chuẩn bị làm thuốc, người ta cần loại bỏ lớp bần rêu bên ngoài.",3,0.5714285714285715,5,15,2.9999999994
Tôi cần thông báo với bác sĩ những gì khi sử dụng axit glutamic?,Bạn nên thông báo cho bác sĩ về tất cả các loại thuốc và thực phẩm mà bạn đang và dự định sẽ dùng để đảm bảo hiệu quả và hạn chế tác dụng phụ của axit glutamic hoặc các thuốc dùng chung.,Bạn cần thông báo với bác sĩ tất cả các loại thuốc và thực phẩm đang và dự định sẽ dùng.,2,0.6262626262626263,43,21,0.4883720930118984
Mần tưới thường mọc ở đâu?,"Cây mần tưới thường mọc hoang dại và còn được trồng để làm rau ăn và làm thuốc. Thường trồng làm hàng rào, hai bên đường vườn hoa và đường đi.","Mần tưới thường mọc ở hàng rào, hai bên đường vườn hoa và đường đi.",3,0.6285714285714286,31,15,0.48387096772632676
Triệu chứng bất thường nào xuất hiện trong miệng người bệnh suy thận?,Người bệnh suy thận có thể cảm thấy có vị kim loại trong miệng.,"Triệu chứng bất thường xuất hiện trong miệng người bệnh suy thận là cảm giác có vị kim loại trong miệng, mệt mỏi, suy nhược, sa sút tinh thần, rối loạn giấc ngủ, co giật, chuột rút, sưng bàn chân và mắt cá chân, ngứa kéo dài không dứt, đau ngực khi chất lỏng tích tụ quanh tim và khó thở nếu chất lỏng ứ đọng trong phổi.",1,0.2595419847328244,14,68,4.857142856795918
Mạch máu nào đi kèm động mạch và đổ vào hệ tĩnh mạch cửa?,Tĩnh mạch.,Mạch máu đi kèm động mạch và đổ vào hệ tĩnh mạch cửa.,0,0.33333333333333337,2,13,6.49999999675
Tổn thương thần kinh nào ở dương vật dẫn đến thời gian cương cứng kéo dài hơn 4 giờ?,Tổn thương sợi giao cảm của dương vật.,Nếu các sợi giao cảm của dương vật bị tổn thương thì khả năng cương cứng kéo dài hơn 4 giờ.,0,0.47058823529411764,8,21,2.624999999671875
Viêm mũi xoang nào chiếm tỉ lệ cao hơn trong lần khám đầu tiên của bệnh nhân ngoại trú tại Mỹ năm 2006-2010?,"Viêm mũi xoang mạn chiếm tỉ lệ cao hơn trong lần khám đầu tiên của bệnh nhân ngoại trú tại Mỹ năm 2006-2010, với tỷ lệ 7,1% so với 3,9% của viêm mũi xoang cấp.","Viêm mũi xoang cấp chiếm 3,9% và viêm mũi xoang mạn là 7.1%.",1,0.35,35,13,0.3714285714179592
"Trong MEN 2A, cường cận giáp phát (PHPT) thường như thế nào?","Trong MEN 2A, cường cận giáp phát (PHPT) thường nhẹ và không có triệu chứng.","Cường cận giáp phát (PHPT) PHPT trong đa u tuyến nội tiết tuýp 2A thường nhẹ và không có triệu chứng. Nếu có thì bệnh nhân thường biểu hiện triệu chứng do tăng canxi máu như: khát nước, uống nhiều nước, đi tiểu nhiều, sụt cân, da khô, mệt mỏi, trầm cảm, lú lẫn, táo bón, đau nhức xương, gãy xương bất thường, sỏi thận, đau cơ,...",1,0.29411764705882354,15,67,4.466666666368889
Tại sao cây chè dây thích hợp trồng ở vùng núi cao?,"Cây chè dây ưa ẩm và ưa sáng, thích nghi với vùng á nhiệt đới núi cao, như Hà Giang, Lào Cai..., độ cao phân bố từ 600 đến 1600 m, mùa ra chồi và sinh trưởng mạnh trùng với mùa mưa ẩm.",Cây chè dây thích hợp trồng ở vùng núi cao vì độ cao phân bố từ 600 đến 1600m.,3,0.45238095238095233,43,19,0.4418604651060033
Hoàng Cầm đã làm gì với Hoàng Liên?,Bỏ rơi Hoàng Liên một mình trên núi Tứ Xuyên.,"Sau khi mẹ qua đời, 2 chị em lang thang khắp nơi rất khổ cực, Hoàng Cầm cảm thấy em gái là gánh nặng và muốn bỏ rơi em gái. Vì vậy, để lại Hoàng Liên ở vùng núi Tứ Xuyên, 2 chị em lang thang khắp nơi rất khổ cực.",3,0.26086956521739135,10,51,5.09999999949
Đợt bệnh tế bào mast hệ thống thường có thể được kích hoạt bởi yếu tố nào?,"Một số yếu tố kích hoạt đợt bệnh tế bào mast hệ thống có thể bao gồm: yếu tố gây dị ứng (ví dụ: bị côn trùng đốt, một số loại thức ăn), một số loại thuốc (ví dụ: thuốc kháng sinh, ibuprofen, thuốc tê), các yếu tố gây căng thẳng tâm lý (ví dụ: lo lắng, bị chấn thương, thay đổi nhiệt độ đột ngột, tập thể dục, mệt mỏi quá mức hoặc nhiễm trùng), mùi hương (ví dụ: mùi nước hoa), thay đổi hormone (ví dụ: khi phụ nữ đến ngày kinh nguyệt), tăng sản tế bào mast (tình trạng bệnh hiếm gặp, xuất hiện khi mắc ung thư và bệnh nhiễm trùng mạn tính), một số trường hợp vô căn.",Đợt bệnh tế bào mast hệ thống thường có thể được kích hoạt bởi một yếu tố kích hoạt lên.,1,0.22727272727272727,123,20,0.1626016260149382
Ai không nên dùng cây La rừng?,"Những người cơ thể suy nhược, tiêu chảy, đái đêm nhiều không nên dùng cây La rừng.","Người suy nhược, tiêu chảy, đái đêm nhiều.",3,0.6341463414634146,17,8,0.470588235266436
"Trong mỗi gói 1,5 g bột thuốc Azicine chứa thành phần hoạt chất gì?","Mỗi gói 1,5 g Azicine chứa Azithromycin 250 mg.","Trong mỗi gói 1,5 g bột thuốc Azicine chứa thành phần hoạt chất là Azithromycin (dưới dạng Azithromycin dihydrat).",2,0.5,9,19,2.1111111108765432
Bệnh lichen có di truyền không?,"Không, bệnh lichen không di truyền.",Bệnh lichen không di truyền cũng như không lây qua đường tình dục.,1,0.5161290322580645,6,13,2.1666666663055554
Xương rồng tai thỏ có chứa những thành phần nào có lợi cho việc cải thiện tình trạng cholesterol máu cao?,"Xương rồng tai thỏ có chứa chất xơ và một số phytosterol, những thành phần này có khả năng làm giảm cholesterol trong máu và ở gan, đồng thời làm thay đổi quá trình chuyển hóa cholesterol theo hướng tích cực.",Xương rồng tai thỏ chứa phytosterol có lợi cho việc cải thiện tình trạng cholesterol máu cao.,3,0.3409090909090909,41,17,0.41463414633135043
Rễ của cây Ngâu có tác dụng gì nổi bật?,"Rễ của cây Ngâu có tác dụng gây nôn, thường được dùng để chế thuốc chữa ngộ độc, tắc ruột.",Rễ của cây Ngâu có tác dụng gây nôn.,3,0.6666666666666666,20,9,0.4499999999775
"Trong cây mộc hoa trắng, bộ phận nào được dùng làm thuốc?",Hạt và vỏ cây (Nhận biết mộc hoa trắng - Bộ phận dùng?: Hạt và vỏ cây được sử dụng để làm thuốc),Hạt và vỏ cây được dùng làm thuốc.,3,0.5531914893617021,23,8,0.3478260869413989
Sigmund Freud giới thiệu cách thức mới nào để hiểu bệnh tâm thần?,Sigmund Freud giới thiệu cách thức mới là liệu pháp trò chuyện.,"Sigmund Freud giới thiệu cách thức mới là liệu pháp trò chuyện, giải quyết các vấn đề trong vô thức từ thời thơ ấu được cho là nguyên nhân gây bệnh.",1,0.5882352941176471,12,31,2.5833333331180555
Những triệu chứng nào đi kèm khi thai kỳ kết thúc?,"Khi thai kỳ kết thúc, người phụ nữ có thể gặp phải các triệu chứng như chảy máu âm đạo, đau quặn bụng, vùng bụng dưới, không còn cảm giác đau ngực và noãn bị rụng có thể vẫn cho kết quả xét nghiệm dương tính.","Khi thai kỳ kết thúc, triệu chứng có thể bao gồm cả sảy thai.",1,0.2978723404255319,46,14,0.3043478260803403
Bệnh lupus phổ biến ở nhóm người nào?,Bệnh lupus thường gặp ở phụ nữ ở độ tuổi sinh sản hơn là ở nam giới. Người Mỹ gốc Phi và người Mỹ gốc Á có nguy cơ mắc bệnh lupus cao hơn người da trắng.,Bệnh lupus phổ biến ở những người gốc Phi hoặc Châu Á.,1,0.3384615384615385,37,12,0.32432432431555885
Biểu hiện lâm sàng của bệnh lây qua đường tình dục ở bìu tinh hoàn có thể là gì?,"Mụn nước, săng cứng, loét da, u sùi,…","Biểu hiện lâm sàng của bệnh lây qua đường tình dục ở bìu tinh hoàn có thể là mụn nước, sưng cứng, loét da, u sùi.",0,0.5,8,26,3.24999999959375
Viêm vùng chậu thường có biểu hiện đau như nào?,"Viêm vùng chậu thường gây đau bụng vùng dưới rốn, ở một số phụ nữ, các cơn đau này trở nên nặng hơn khi giao hợp.",Viêm vùng chậu thường có biểu hiện đau như đau bụng dưới rốn.,1,0.46875000000000006,26,13,0.4999999999807692
Độ tuổi nào được sử dụng Cotrimstada forte?,Trẻ từ 2 tháng tuổi trở lên có thể sử dụng Cotrimstada forte.,Trẻ em dưới 2 tháng tuổi.,2,0.46153846153846156,13,6,0.4615384615029586
Những bệnh lý nào tại tuyến yên có thể gây ra suy giảm tuyến thượng thận thứ phát?,U tuyến yên.,"Những bệnh lý tại tuyến yên có thể gây ra suy giảm tuyến thượng thận thứ phát bao gồm: U tuyến yên hoặc vùng dưới đồi (một vùng ở não bộ), nhiễm trùng, ung thư, nhồi máu não, chấn thương sọ não, bất thường tuyến yên do đột biến gen.",1,0.11494252873563218,3,50,16.666666661111112
"Tác dụng phụ chung nào của thuốc Aclasta phải được thông báo ngay với bác sĩ, dược sĩ hoặc cơ sở y tế gần nhất để được xử trí kịp thời?",Khi gặp bất kỳ triệu chứng nào nghi ngờ là tác dụng phụ của thuốc.,"Khi gặp bất kỳ triệu chứng nào nghi ngờ là tác dụng phụ của thuốc, hãy thông báo cho bác sĩ, dược sĩ hoặc cơ sở y tế gần nhất để được xử trí kịp thời.",2,0.6153846153846153,15,36,2.39999999984
Nên làm gì khi có phản ứng dị ứng với thuốc Benzyl benzoate?,Ngừng bôi thuốc và tham khảo ý kiến bác sĩ để được tư vấn thuốc thay thế phù hợp.,Ngừng bôi thuốc khi có phản ứng dị ứng.,2,0.4102564102564103,19,9,0.47368421050138504
Mục tiêu nào sau đây không phải là mục tiêu điều trị của bệnh khổng lồ?,Bình thường hóa GH và IGF-1 trong giới hạn bình thường.,Giảm tỉ lệ tử vong.,1,0.08,11,5,0.45454545450413225
Sử dụng Bromelain có thể gây tương tác với nhóm thuốc chống đông máu không?,"Bromelain có thể tương tác với nhóm thuốc chống đông máu, bao gồm: Aspirin, Clopidogrel, Diclofenac, Ibuprofen, Naproxen, Dalteparin, Enoxaparin, Heparin và Warfarin.",Bromelain có thể gây tương tác với thuốc chống đông máu.,2,0.6530612244897959,23,11,0.47826086954442343
Nguyên nhân nào gây tổn thương thận ở bệnh nhân đái tháo đường type 1?,Lượng đường trong máu cao.,Lượng đường trong máu cao có thể làm tổn thương thận và lâu ngày có thể dẫn đến suy thận.,1,0.37837837837837834,5,20,3.9999999992
Bệnh rối loạn chuyển hóa là gì?,Bệnh rối loạn chuyển hóa là các bất thường trong quá trình chuyển hóa của cơ thể.,"Bệnh rối loạn chuyển hóa là các bất thường trong quá trình chuyển hóa của cơ thể, khiến cơ thể thiếu hoặc tích tụ quá nhiều những chất thiết yếu cho một sức khỏe bình thường.",1,0.6373626373626373,17,36,2.117647058698962
Những yếu tố nào làm tăng nguy cơ mắc bệnh viêm bàng quang xuất huyết?,"Những người cần hóa trị hoặc xạ trị vùng chậu, sử dụng Cyclophosphamide và Ifosfamide, và những người có nguy cơ cao nhất là những người cần ghép tủy xương hoặc tế bào gốc.",Những người cần hóa trị hoặc xạ trị vùng chậu có nguy cơ mắc bệnh cao hơn.,1,0.5432098765432098,34,17,0.49999999998529415
Hiện nay thuốc Bảo Thanh Hoa Linh có những dạng bào chế thuốc như sau:,Thuốc Bảo Thanh Hoa Linh có dạng chai và dạng ngậm truyền thống.,"Thuốc Bảo Thanh Hoa Linh có các dạng bào chế thuốc như dạng chai 125 ml, dạng chai 250 ml, thuốc ngậm truyền thống hộp 20 viên, viên ngậm truyền thống hộp 100 viên, 180.000 VNĐ/ hộp.",2,0.48101265822784806,13,37,2.846153845934911
"Trên bề mặt lát Tục đoạn, phần vỏ có màu gì?",Màu lọc sẫm hoặc màu nâu.,"Trên bề mặt lát Tục đoạn, phần vỏ có màu lọc sẫm hoặc màu nâu.",3,0.6153846153846153,6,15,2.4999999995833333
Khi nào nhân viên y tế sẽ dùng nước tiểu của bạn để tìm vi khuẩn gây bệnh?,Trong trường hợp không có mủ ở đường tiểu.,Nhân viên y tế sẽ dùng nước tiểu của bạn để tìm vi khuẩn gây bệnh khi không có mủ ở đường tiểu.,1,0.3478260869565218,9,23,2.5555555552716047
Gò mu có chức năng gì?,Gò mu giúp bao bọc và bảo vệ phần âm hộ.,"Gò mu có chức năng liên tiếp phía trên với thành bụng, liên tiếp phía dưới với môi lớn và hai bên với nếp lằn bẹn.",0,0.25806451612903225,11,26,2.3636363634214876
Thuốc Ascorbic 500 có khả năng làm gì?,Thuốc Ascorbic 500 có thể đem lại những công dụng sau: Giúp phòng và điều trị bệnh do thiếu hụt vitamin C; Có thể phối hợp với desferrioxamine để làm tăng cường quá trình đào thải sắt trong điều trị bệnh thalassemia; Giúp hỗ trợ điều trị bệnh methemoglobin huyết vô căn khi không có sẵn xanh methylen.,Thuốc Ascorbic 500 giúp phòng và điều trị bệnh do thiếu hụt vitamin C.,2,0.3925233644859813,58,14,0.2413793103406659
Phẫu thuật mở bụng hay phẫu thuật nội soi được ưu tiên áp dụng hơn trong điều trị u nang buồng trứng xoắn?,"Nếu chỉ là u buồng trứng xoắn trong thời gian cho phép, tính chất khối u lành tính và tình trạng bệnh nhân cho phép thì phẫu thuật nội soi được ưu tiên vì ưu điểm thẩm mỹ (sẹo nhỏ) và ít đau hơn. Ngược lại, khi có nghi ngờ về mức độ ác tính hoặc tình trạng bệnh nhân không thuận lợi để làm mổ nội soi u nang buồng trứng xoắn thì phẫu thuật mở bụng để đảm bảo an toàn.","Nếu chỉ là u buồng trứng xoắn trong thời gian cho phép, tính chất khối u lành tính và tình trạng bệnh nhân cho phép thì phẫu thuật nội soi được ưu tiên áp dụng hơn.",1,0.5978260869565217,83,36,0.4337349397538104
Tinh dầu hương thảo có hiệu quả như thế nào trong việc hạn chế các cơn đau?,Tinh dầu hương thảo có hiệu quả hạn chế các cơn đau tương tự như loại thuốc giảm đau phổ biến acetaminophen.,"Tinh dầu hương thảo có hiệu quả hạn chế các cơn đau gần như tương tự với loại thuốc giảm đau phổ biến -acetaminophen. Đồng thời, chúng có thể ngăn chặn sự di chuyển của các tế bào bạch cầu đến các mô bị thương để giải phóng các hóa chất gây viêm.",3,0.5546218487394958,22,53,2.4090909089814048
Những tác dụng không mong muốn thường gặp của Bazato là gì?,"Các tác dụng không mong muốn thường gặp của Bazato bao gồm: vận động mất phối hợp, rung giật nhãn cầu, mệt mỏi, buồn ngủ, giảm trí nhớ. Ở trẻ em từ 3 - 12 tuổi có thể gặp các vấn đề về thần kinh như lo âu và thay đổi cách ứng xử. Ngoài ra, còn có các biểu hiện như khó tiêu, khô miệng, đau bụng, táo bón, tiêu chảy,...","Bazato có thể gây ra các tác dụng không mong muốn thường gặp như vận động mất phối hợp, rung giật nhãn cầu, mệt mỏi, buồn ngủ, giảm trí nhớ.",2,0.5384615384615384,72,30,0.4166666666608796
Liều dùng Avi-O5 cho mục đích chữa trị duy trì các vấn đề về da là như thế nào?,Liều dùng Avi-O5 cho mục đích chữa trị duy trì các vấn đề về da là thoa kem thuốc từ 1 đến 2 lần/ngày.,Thoa kem thuốc từ 1 đến 2 lần mỗi ngày.,2,0.5,24,10,0.4166666666493056
Những bộ phận nào của cây Dung được sử dụng làm thuốc?,"Bộ phận dùng của cây Dung bao gồm vỏ cây, vỏ rễ và lá cây.","Vỏ cây, vỏ rễ, lá cây.",3,0.5333333333333333,15,6,0.39999999997333335
Thuốc không thể làm gì đối với bệnh van tim?,Thuốc không thể làm cho van tim trở về bình thường.,Thuốc không thể khiến van tim trở về bình thường nhưng sẽ giúp người bệnh giảm triệu chứng và ngăn ngừa biến chứng nguy hiểm.,0,0.4482758620689655,11,25,2.2727272725206613
Tại lứa tuổi trung bình khoảng (từ 40 tuổi trở ra) dễ gặp trật khớp do nguyên do chủ yếu?,Do té hoặc lực đánh trực tiếp vùng khớp.,Trật khớp vai ở những bệnh nhân trên 40 tuổi thường do té hoặc lực đánh trực tiếp vào vai.,1,0.5106382978723405,9,20,2.2222222219753087
Khó thở do dịch tích tụ trong khoang màng phổi có thể do nguyên nhân gì?,Khó thở do dịch tích tụ trong khoang màng phổi có thể do hẹp động mach thận gây ra.,"Khó thở do dịch tích tụ trong khoang màng phổi có thể do nhiều nguyên nhân, bao gồm: huyết áp cao kháng trị, suy thận, cần điều trị bằng lọc máu hoặc ghép thận, giữ nước trong cơ thể gây phù toàn thân.",1,0.5,19,43,2.2631578946177284
Khi dùng Ngưu bàng tử để thoa ngoài thì có quy định liều lượng cụ thể không?,"Khi dùng Ngưu bàng tử để thoa ngoài, không có quy định liều lượng cụ thể.",Không có quy định liều lượng cụ thể.,3,0.6666666666666666,16,8,0.49999999996875
Trong trường hợp nào người dùng thuốc Bostanex cần đến trung tâm y tế gần nhất để được giúp đỡ?,Trong trường hợp quá liều hoặc tác dụng phụ nặng.,Người dùng thuốc Bostanex cần đến trung tâm y tế gần nhất nếu trường hợp quá liều hoặc tác dụng phụ nặng.,2,0.5925925925925927,10,22,2.19999999978
"Ngoài chấn thương đầu, còn có những nguyên nhân nào gây ra chóng mặt không?","Có rất nhiều nguyên nhân gây ra chóng mặt, như: rối loạn tiền đình, nhiễm trùng tai, tụt huyết áp, thiếu máu, sử dụng một số loại thuốc, v.v.","Có, chóng mặt có thể do chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu, chấn thương đầu,",1,0.125,29,96,3.3103448274720573
Thuốc Biafine có công dụng chính là gì?,"Thuốc Biafine có tác dụng tái sinh da, giảm kích ứng và cải thiện tình trạng phỏng, giúp cho tình trạng tổn thương được phục hồi nhanh chóng.",Thuốc Biafine có công dụng chính là trị bỏng.,2,0.36065573770491804,28,9,0.32142857141709186
Thành phần nào tạo nên thanh quản?,"Sụn, khớp, cơ, dây chằng và màng.","Thanh quản được cấu tạo từ các sụn và được nối với nhau bằng các khớp, các cơ, dây chằng cùng các màng.",0,0.4313725490196078,7,23,3.285714285244898
Đâu là dấu hiệu trẻ bị uống quá liều Children’s Tylenol?,"Trẻ bị uống quá liều Children’s Tylenol có các dấu hiệu như buồn nôn, nôn, biếng ăn, da xanh tái, mệt mỏi.","Buồn nôn, nôn, biếng ăn, da xanh tái, mệt mỏi.",2,0.6538461538461539,22,10,0.4545454545247934
Các bệnh lý y khoa nào có thể gây ra rối loạn chức năng não sau hóa trị?,"Đái tháo đường, bệnh tuyến giáp, trầm cảm, lo âu và suy dinh dưỡng.","Các bệnh lý y khoa có thể gây ra rối loạn chức năng não sau hóa trị bao gồm đái tháo đường, bệnh tuyến giáp, trầm cảm, lo âu và suy dinh dưỡng.",1,0.5915492957746479,14,33,2.3571428569744897
Đối tượng cần tránh xa thuốc Becozyme là ai?,Trẻ em.,Đối tượng cần tránh xa thuốc Becozyme là trẻ em.,2,0.25,2,10,4.9999999975
"Trong trường hợp khó duy trì trọng lượng cơ thể trong giới hạn bình thường, nên làm gì để có đủ dinh dưỡng?","Trong trường hợp khó duy trì trọng lượng cơ thể trong giới hạn bình thường, bạn có thể cần ăn nhiều hơn ba bữa một ngày hoặc sử dụng thực phẩm chức năng. Tuy nhiên, hãy tham khảo ý kiến bác sĩ về vấn đề này nhé.",Bạn có thể cần ăn nhiều hơn ba bữa một ngày hoặc sử dụng thực phẩm chức năng.,1,0.5961538461538461,47,18,0.3829787233961069
Tại sao cần thận trọng khi sử dụng CT có cản quang Iod trong trường hợp bệnh nhân có nguy cơ cường giáp tiềm ẩn?,Để tránh nguy cơ gây cường giáp.,Cần thận trọng khi sử dụng CT có cản quang Iod trong các trường hợp bệnh nhân có nguy cơ cường giáp tiềm ẩn vì cần thận trọng khi sử dụng CT có cản quang Iod trong các trường hợp bệnh nhân này.,1,0.20779220779220778,7,43,6.142857141979592
Có thành phần nào của Dền gai được dùng để hỗ trợ chữa kinh nguyệt không đều?,Rễ Dền gai.,"Rễ Dền gai 20g, Bạc thau 16g.",3,0.6153846153846153,3,7,2.3333333325555556
Trào ngược xảy ra ở đâu?,Trào ngược xảy ra ở thực quản.,Trào ngược xảy ra khi dịch axit trong dạ dày hay các thức ăn chưa tiêu hóa đi ngược lên trên thực quản.,1,0.4489795918367347,7,23,3.285714285244898
Nhiệt độ bảo quản lý tưởng cho thuốc Bequantene là bao nhiêu?,Dưới 30°C.,Nhiệt độ bảo quản lý tưởng cho thuốc Bequantene là dưới 30C.,2,0.19047619047619047,2,12,5.999999997
Trái Ngũ linh chi kết hợp với thảo dược nào trong bài thuốc Thất tiếu tán?,Bồ hoàng lượng.,Trái Ngũ linh chi kết hợp với Bồ hoàng lượng bằng nhau.,3,0.4166666666666667,3,12,3.9999999986666666
Liều lượng khuyến cáo để dùng kem Atopiclair là như thế nào?,"Tùy thuộc vào chế độ dùng và chỉ dẫn của bác sĩ, liều lượng khuyến cáo để sử dụng kem Atopiclair Cream là thoa một lớp kem mỏng nhẹ nhàng lên vùng da bị ảnh hưởng, 3 lần mỗi ngày.",Thoa kem 3 lần mỗi ngày hoặc theo hướng dẫn của bác sĩ.,2,0.2469135802469136,40,13,0.324999999991875
"Đường phèn là loại gia vị gì, bắt nguồn từ đâu?","Đường phèn là loại gia vị tạo nên vị ngọt thanh, xuất hiện từ Trung Quốc thời nhà Đường.",Đường phèn xuất xứ từ Trung Quốc.,3,0.4736842105263158,19,7,0.3684210526121884
"Trong xét nghiệm công thức máu, hemoglobin có tình trạng như thế nào ở bệnh nhân thiếu máu thiếu sắt?",Hemoglobin giảm.,"Hemoglobin giảm là tình trạng có hồng cầu nhỏ nhược sắc, có thể biến dạng.",1,0.2222222222222222,2,15,7.49999999625
Urobilinogen phần lớn được bài tiết ra khỏi cơ thể qua đường nào?,Phân.,Urobilinogen phần lớn được bài tiết ra khỏi cơ thể qua đường mật.,0,0.1904761904761905,1,13,12.999999986999999
Trong trường hợp nào không được sử dụng Carbocistein?,Carbocistein chống chỉ định sử dụng cho người bị loét dạ dày tiến triển.,Carbocistein chống chỉ định sử dụng cho những người bị loét dạ dày tiến triển và những người có tiền sử dị ứng với các thành phần của thuốc.,2,0.626865671641791,14,29,2.071428571280612
Riềng được chế biến và sử dụng như thế nào để làm thuốc chữa đau dạ dày?,"Riềng được rửa với rượu 7 lần, sấy khô rồi tán nhỏ.","Riềng rửa rượu 7 lần, sấy khô, tán nhỏ; hương phụ rửa giấm 7 lần, sấy khô, tán nhỏ. Hai vị trộn đều, làm thành viên.",3,0.5161290322580645,12,26,2.166666666486111
Chẩn đoán hội chứng đa u tuyến nội tiết tuýp 1 dựa vào căn cứ nào?,Tình trạng tăng calci huyết và hormone cận giáp (PTH) cao.,Chẩn đoán hội chứng đa u tuyến nội tiết tuýp 1 dựa vào tình trạng tăng calci huyết và hormone cận giáp (PTH) cao.,1,0.5964912280701754,11,24,2.1818181816198345
